Term	PMI score	Freq. in POS	Freq. in NEG	VAD original	VAD extended
means	0.271	1285	14095	1	1
food	0.271	934	10248	1	1
unfortunate	0.271	53	591	1	1
keeps	0.271	670	7356	0	1
arena	0.271	27	306	1	1
irritating	0.271	28	317	1	1
eastern	0.271	32	361	1	1
brush	0.270	40	449	1	1
preach	0.270	41	460	1	1
leaders	0.270	102	1130	0	1
legends	0.270	54	603	0	1
knife	0.269	57	636	1	1
drowning	0.269	197	2174	0	1
faithful	0.269	69	768	1	1
destroyed	0.269	97	1076	1	1
taft	0.268	4	54	0	0
kari	0.268	3	43	0	0
tatters	0.268	2	32	0	0
#ad	0.268	3	43	0	0
deb	0.268	4	54	0	0
burritos	0.268	4	54	0	1
self-fulfilling	0.268	2	32	0	0
nsw	0.268	2	32	0	0
malaise	0.268	4	54	1	1
divide	0.268	29	329	1	1
censored	0.268	4	54	0	1
coney	0.268	3	43	0	0
replayed	0.268	2	32	0	1
paddock	0.268	2	32	1	1
deservedly	0.268	2	32	0	1
chapped	0.268	2	32	0	1
vultures	0.268	6	76	0	1
reproduction	0.268	4	54	1	1
confetti	0.268	3	43	1	1
isip	0.268	2	32	0	0
hallow	0.268	3	43	0	1
poppers	0.268	2	32	0	1
kaito	0.268	3	43	0	0
sincerest	0.268	2	32	0	0
tonnes	0.268	3	43	0	0
caramel	0.268	7	87	1	1
kain	0.268	2	32	0	0
fragrant	0.268	2	32	1	1
yogurt	0.268	8	98	1	1
sandals	0.268	4	54	0	1
helsinki	0.268	2	32	0	0
blindly	0.268	16	186	1	1
burnin	0.268	2	32	0	0
cruises	0.268	2	32	0	1
fantasise	0.268	3	43	0	0
gallant	0.268	2	32	1	1
implied	0.268	11	131	1	1
nebula	0.268	6	76	1	1
santiago	0.268	3	43	0	0
#dyisisitmanila	0.268	16	186	0	0
possessing	0.268	3	43	1	1
writhing	0.268	2	32	0	0
distribute	0.268	3	43	1	1
lilith	0.268	12	142	0	0
#mufc	0.268	3	43	0	0
focussing	0.268	2	32	0	0
#dateline	0.268	2	32	0	0
tanan	0.268	4	54	0	0
accountable	0.268	26	296	1	1
funnily	0.268	4	54	0	1
ender	0.268	2	32	0	0
factories	0.268	3	43	0	1
coupled	0.268	28	318	1	1
lucius	0.268	2	32	0	0
thrillers	0.268	2	32	0	1
miniscule	0.268	2	32	0	0
whacked	0.268	2	32	0	1
futaba	0.268	4	54	0	0
pernicious	0.268	2	32	1	1
capitalists	0.268	2	32	0	1
#narcissist	0.268	2	32	0	0
potter	0.268	48	538	1	1
wn	0.268	2	32	0	0
helix	0.268	2	32	1	1
ritchie	0.268	2	32	0	0
reallllly	0.268	2	32	0	0
ott	0.268	2	32	0	0
bahamas	0.268	3	43	0	0
saad	0.268	2	32	0	0
nama	0.268	2	32	0	0
sacks	0.268	6	76	0	1
lineage	0.268	6	76	1	1
distortion	0.268	3	43	1	1
uncomfy	0.268	4	54	0	0
#emotional	0.268	6	76	0	0
aspen	0.268	3	43	1	1
randall	0.268	2	32	0	0
segregated	0.268	4	54	1	1
strenght	0.268	7	87	0	0
shattering	0.268	11	131	1	1
thirteen	0.268	9	109	1	1
nebulous	0.268	2	32	1	1
anxieties	0.268	29	329	0	1
mori	0.268	4	54	0	0
lovebirds	0.268	4	54	0	0
sinning	0.268	2	32	1	1
sickens	0.268	2	32	0	1
poked	0.268	5	65	0	1
hei	0.268	5	65	0	0
staple	0.268	4	54	1	1
ogs	0.268	2	32	0	0
amiibo	0.268	2	32	0	0
lacked	0.268	11	131	0	1
mutant	0.268	6	76	1	1
reckless	0.268	34	384	1	1
googling	0.268	11	131	0	0
barnett	0.268	6	76	0	0
brothels	0.268	2	32	0	1
phrasing	0.268	2	32	0	1
pedal	0.268	3	43	1	1
sampling	0.268	3	43	0	1
ooops	0.268	2	32	0	0
binds	0.268	7	87	0	1
thom	0.268	2	32	0	0
crates	0.268	2	32	0	1
stucked	0.268	3	43	0	1
motorcycles	0.268	2	32	0	1
preoccupied	0.268	12	142	1	1
largo	0.268	2	32	1	1
snatching	0.268	3	43	0	1
#shadowhunterschat	0.268	2	32	0	0
mastodon	0.268	3	43	0	0
discard	0.268	5	65	1	1
tatt	0.268	2	32	0	0
prideful	0.268	12	142	0	1
screech	0.268	3	43	1	1
knots	0.268	6	76	1	1
storehouse	0.268	2	32	1	1
beaver	0.268	5	65	1	1
tnt	0.268	3	43	0	0
bol	0.268	2	32	0	0
ethos	0.268	3	43	0	0
fay	0.268	3	43	0	0
somalia	0.268	2	32	0	0
#adhd	0.268	2	32	0	0
indonesian	0.268	6	76	0	0
heartening	0.268	2	32	0	0
sudah	0.268	2	32	0	0
shredding	0.268	2	32	0	1
licensed	0.268	3	43	0	1
#library	0.268	2	32	0	0
goggles	0.268	2	32	1	1
operating	0.268	13	153	0	1
gmt	0.268	5	65	0	0
overpopulated	0.268	3	43	0	0
broadly	0.268	3	43	0	1
shazam	0.268	5	65	0	0
unshakable	0.268	3	43	0	0
charley	0.268	2	32	0	0
clutching	0.268	12	142	0	1
unimaginably	0.268	2	32	0	1
#forgotten	0.268	2	32	0	0
zappa	0.268	2	32	0	0
firsts	0.268	2	32	0	1
dissociative	0.268	3	43	1	1
syracuse	0.268	3	43	0	0
mckenzie	0.268	3	43	0	0
persevering	0.268	2	32	0	1
bao	0.268	2	32	0	0
#amen	0.268	4	54	0	0
maki	0.268	5	65	0	0
impractical	0.268	2	32	1	1
untrusting	0.268	2	32	0	0
solas	0.268	2	32	0	0
saver	0.268	6	76	1	1
hard-working	0.268	2	32	0	0
blasts	0.268	6	76	0	1
epstein	0.268	4	54	0	0
hedgehogs	0.268	2	32	0	1
instinctively	0.268	6	76	0	1
hardness	0.268	2	32	1	1
storage	0.268	12	142	1	1
exhale	0.268	14	164	1	1
eldritch	0.268	3	43	0	0
unionist	0.268	2	32	0	0
jive	0.268	2	32	1	1
#weed	0.268	2	32	0	0
devouring	0.268	9	109	0	1
jim	0.266	113	1255	0	0
las	0.266	55	616	0	0
libraries	0.266	53	594	0	1
signal	0.266	46	517	1	1
lotta	0.266	42	473	0	0
sasuke	0.265	37	418	0	0
mexican	0.265	37	418	0	0
suffer	0.265	454	5017	1	1
reads	0.265	85	948	0	1
flip	0.265	56	628	1	1
seasons	0.265	141	1566	0	1
successfully	0.265	27	308	0	1
pray	0.264	769	8498	1	1
slight	0.264	51	573	1	1
excellent	0.264	127	1412	1	1
morning	0.264	1719	18991	1	1
groove	0.264	22	253	1	1
leaning	0.264	44	496	1	1
consume	0.264	64	717	1	1
grill	0.263	19	220	1	1
correction	0.263	18	209	1	1
champion	0.263	35	397	1	1
blanket	0.262	150	1669	1	1
demonic	0.262	15	176	1	1
doc	0.262	46	519	1	1
banks	0.262	30	342	0	1
negativity	0.262	119	1327	1	1
motivational	0.262	14	165	1	1
sensitive	0.262	132	1471	1	1
thunder	0.262	43	486	1	1
league	0.262	116	1294	1	1
traveling	0.261	197	2191	1	1
nonstop	0.261	27	309	0	0
bridge	0.261	124	1383	1	1
declining	0.261	12	143	1	1
glued	0.261	12	143	0	0
conversations	0.261	259	2879	0	1
stated	0.261	38	431	0	1
amount	0.261	375	4164	1	1
accident	0.261	63	708	1	1
barcelona	0.260	11	132	0	0
pudding	0.260	11	132	1	1
mississippi	0.260	11	132	0	0
inconsiderate	0.260	11	132	1	1
leftovers	0.260	11	132	1	1
destructive	0.260	66	742	1	1
indigenous	0.260	10	121	1	1
inevitably	0.260	43	487	0	1
whom	0.260	240	2672	0	0
rebellious	0.259	20	232	1	1
repetitive	0.259	20	232	1	1
may	0.259	2970	32966	1	1
perfectly	0.259	261	2907	0	1
starship	0.259	9	110	1	1
reinforce	0.259	9	110	1	1
generational	0.259	9	110	0	0
resume	0.259	19	221	1	1
poignant	0.259	29	332	1	1
masking	0.259	9	110	0	1
#latenightthoughts	0.259	9	110	0	0
nervously	0.259	9	110	0	1
#loss	0.259	9	110	0	0
yaz	0.258	8	99	0	0
ap	0.258	17	199	0	0
browns	0.258	8	99	0	1
shivers	0.258	8	99	0	1
thrones	0.258	44	499	0	1
placement	0.257	16	188	1	1
anyhow	0.257	16	188	0	0
combine	0.257	16	188	1	1
father	0.257	542	6038	1	1
carrier	0.257	7	88	1	1
jailed	0.257	7	88	0	1
scripts	0.257	7	88	0	1
harden	0.257	7	88	1	1
wud	0.257	15	177	0	0
arizona	0.257	31	355	0	0
gil	0.257	7	88	0	0
brussels	0.257	7	88	0	0
seething	0.257	7	88	1	1
lover	0.257	397	4427	1	1
bear	0.256	389	4339	1	1
battles	0.256	69	778	0	1
inspiring	0.256	84	945	0	1
#dogs	0.256	14	166	0	0
crow	0.256	29	333	1	1
#emotions	0.256	14	166	0	0
exclude	0.256	14	166	1	1
accepting	0.256	168	1881	0	1
martha	0.256	21	244	0	0
admittedly	0.256	21	244	0	1
neither	0.255	238	2661	0	0
touches	0.255	49	556	0	1
offense	0.255	49	556	1	1
algorithms	0.255	6	77	0	1
irrationally	0.255	6	77	0	1
managers	0.255	13	155	0	1
godly	0.255	13	155	1	1
zoning	0.255	6	77	1	1
vera	0.255	6	77	0	0
connecticut	0.255	6	77	0	0
personified	0.255	6	77	0	0
mosquito	0.255	6	77	1	1
feliz	0.255	6	77	0	0
baggage	0.254	26	300	1	1
respected	0.254	39	445	1	1
thin	0.254	90	1014	1	1
liv	0.254	12	144	0	0
indicate	0.254	12	144	1	1
determined	0.254	63	713	1	1
digging	0.253	49	557	0	1
eldest	0.253	11	133	1	1
wayward	0.253	5	66	1	1
africans	0.253	5	66	0	1
swiss	0.253	5	66	0	0
endorphins	0.253	5	66	0	0
teh	0.253	5	66	0	0
ceremony	0.253	17	200	1	1
nooooooo	0.253	5	66	0	0
rejoicing	0.253	5	66	1	1
accounting	0.253	5	66	1	1
diversity	0.252	28	323	1	1
tragedy	0.252	74	837	1	1
expects	0.252	16	189	0	1
royal	0.252	44	502	1	1
penn	0.252	27	312	0	0
birds	0.252	284	3185	0	1
everlasting	0.252	38	435	1	1
letters	0.252	115	1296	1	1
intersection	0.251	10	122	1	1
curtis	0.251	10	122	0	0
depressions	0.251	10	122	0	1
robotic	0.251	10	122	1	1
misunderstanding	0.251	21	245	1	1
athletes	0.251	10	122	0	1
vale	0.251	10	122	1	1
records	0.251	41	469	0	1
experiencing	0.251	172	1935	0	1
strangely	0.250	35	402	0	1
alone	0.250	18160	203313	1	1
march	0.250	150	1690	1	1
eaters	0.250	4	55	0	1
delays	0.250	4	55	0	1
#phd	0.250	4	55	0	0
condescending	0.250	14	167	1	1
blinked	0.250	9	111	0	1
hols	0.250	4	55	0	0
tetris	0.250	4	55	0	0
#marketing	0.250	4	55	0	0
atoms	0.250	4	55	0	1
disgusts	0.250	4	55	0	1
sweating	0.250	14	167	1	1
starfish	0.250	4	55	1	1
togethers	0.250	4	55	0	1
wreckage	0.250	9	111	1	1
#vkook	0.250	4	55	0	0
#totp	0.250	4	55	0	0
forming	0.250	34	391	1	1
definitely	0.250	998	11190	0	1
worn	0.249	52	593	1	1
bryan	0.249	18	212	0	0
werewolf	0.249	18	212	1	1
wide	0.249	155	1748	1	1
near	0.249	552	6199	0	0
approaches	0.249	27	313	0	1
trader	0.249	13	156	1	1
crowded	0.249	306	3442	1	1
managed	0.248	117	1323	0	1
differently	0.248	103	1166	1	1
fluid	0.248	8	100	1	1
troublesome	0.248	8	100	1	1
respectable	0.248	8	100	1	1
elliott	0.248	8	100	0	0
wishlist	0.248	8	100	0	0
fred	0.248	26	302	0	0
transient	0.248	8	100	1	1
trials	0.248	26	302	0	1
robin	0.248	53	605	1	1
u2	0.248	8	100	0	0
douglas	0.247	21	246	0	0
thrown	0.247	86	976	1	1
unused	0.247	12	145	1	1
motions	0.247	12	145	0	1
th	0.247	59	673	0	0
halls	0.247	46	527	0	1
sandra	0.247	16	190	0	0
nuclear	0.246	24	280	1	1
laptop	0.246	78	887	1	1
threatened	0.246	36	415	1	1
mature	0.246	126	1427	1	1
surprising	0.246	44	505	1	1
truth	0.246	927	10438	1	1
formidable	0.245	3	44	1	1
reactivate	0.245	3	44	0	1
totalitarian	0.245	3	44	0	0
vermont	0.245	7	89	0	0
gan	0.245	3	44	0	0
re-watching	0.245	3	44	0	0
snot	0.245	3	44	1	1
ust	0.245	3	44	0	0
#we_purple_v	0.245	3	44	0	0
sms	0.245	7	89	0	0
#youtube	0.245	11	134	0	0
unconfident	0.245	3	44	0	0
vaporwave	0.245	3	44	0	0
diminished	0.245	7	89	1	1
presenters	0.245	3	44	0	1
footprint	0.245	3	44	1	1
noooooooo	0.245	3	44	0	0
camming	0.245	3	44	0	1
seeded	0.245	3	44	0	1
stakes	0.245	7	89	0	1
belongingness	0.245	3	44	0	1
pharma	0.245	3	44	0	0
toro	0.245	3	44	0	0
marginal	0.245	3	44	1	1
griffith	0.245	3	44	0	0
rancid	0.245	3	44	1	1
fixated	0.245	7	89	0	1
reassures	0.245	3	44	0	1
franco	0.245	3	44	0	0
frigging	0.245	3	44	0	0
crayons	0.245	3	44	1	1
pencil	0.245	15	179	1	1
nonton	0.245	3	44	0	0
envelope	0.245	7	89	1	1
ruthless	0.245	15	179	1	1
bbg	0.245	3	44	0	0
unexplainable	0.245	11	134	1	1
fluorescent	0.245	3	44	1	1
dicking	0.245	3	44	0	1
wails	0.245	3	44	0	1
trucking	0.245	3	44	0	1
costa	0.245	11	134	0	0
unappealing	0.245	3	44	0	0
discreet	0.245	7	89	1	1
attendance	0.245	11	134	1	1
lore	0.245	15	179	1	1
ware	0.245	3	44	1	1
passing	0.245	168	1901	1	1
led	0.245	179	2025	0	0
ash	0.245	81	922	1	1
rejoice	0.245	38	438	1	1
fold	0.245	30	348	1	1
ounce	0.245	26	303	1	1
rollercoaster	0.244	22	258	1	1
dante	0.244	14	168	0	0
co-worker	0.244	14	168	0	0
august	0.244	70	799	1	1
recorded	0.244	40	461	0	1
days	0.244	4599	51843	0	1
portion	0.243	32	371	1	1
jewelry	0.243	10	123	1	1
separate	0.243	149	1690	1	1
lightning	0.243	28	326	1	1
equal	0.243	117	1330	1	1
rode	0.243	24	281	0	0
earphones	0.243	31	360	0	0
throbbing	0.242	6	78	1	1
emptied	0.242	6	78	0	1
bold	0.242	55	631	1	1
dio	0.242	6	78	0	0
wil	0.242	20	236	0	0
sway	0.242	13	157	1	1
overlap	0.242	6	78	1	1
unfairly	0.242	6	78	0	1
richmond	0.242	6	78	0	0
idealism	0.242	6	78	1	1
diba	0.242	6	78	0	0
clam	0.242	6	78	1	1
pester	0.242	6	78	1	1
consider	0.242	296	3353	1	1
thrilled	0.241	26	304	1	1
alberta	0.241	9	112	0	0
tree	0.241	359	4067	1	1
shells	0.241	9	112	0	1
owe	0.241	102	1163	1	1
literal	0.240	71	813	1	1
raised	0.240	162	1842	1	1
psychiatric	0.240	12	146	1	1
drowns	0.240	12	146	0	1
triste	0.240	12	146	0	0
environmental	0.240	12	146	1	1
betting	0.240	12	146	1	1
marching	0.240	15	180	0	1
an	0.240	9916	112190	0	0
mary	0.240	155	1764	0	0
shedding	0.239	24	282	0	1
sandwich	0.239	52	599	1	1
disgust	0.239	27	316	1	1
scares	0.239	89	1018	1	1
modi	0.239	30	350	0	0
systems	0.239	30	350	0	1
films	0.239	116	1324	0	1
aside	0.239	182	2072	0	0
stamp	0.238	11	135	1	1
digg	0.238	2	33	0	0
throwbacks	0.238	2	33	0	1
tyra	0.238	2	33	0	0
whinging	0.238	2	33	0	0
wiv	0.238	2	33	0	0
irregular	0.238	5	67	1	1
made-up	0.238	2	33	0	0
tees	0.238	2	33	0	1
peck	0.238	5	67	1	1
puro	0.238	5	67	0	0
genitalia	0.238	2	33	1	1
desiderata	0.238	2	33	0	0
littered	0.238	5	67	0	1
statues	0.238	8	101	0	1
peopl	0.238	2	33	0	1
groped	0.238	2	33	0	1
nihilist	0.238	2	33	0	0
neanderthal	0.238	2	33	0	0
soren	0.238	2	33	0	0
pedicure	0.238	2	33	1	1
salisbury	0.238	2	33	0	0
dona	0.238	2	33	0	0
experimentation	0.238	2	33	1	1
vat	0.238	2	33	1	1
cookin	0.238	2	33	0	0
syncing	0.238	2	33	0	1
mothman	0.238	2	33	0	0
audit	0.238	2	33	1	1
brained	0.238	2	33	0	1
ophelia	0.238	2	33	0	0
storytime	0.238	2	33	0	0
payroll	0.238	2	33	1	1
phenomenal	0.238	20	237	1	1
perky	0.238	2	33	1	1
meter	0.238	8	101	1	1
resolving	0.238	2	33	0	1
hurling	0.238	2	33	0	1
devolved	0.238	2	33	0	1
spanked	0.238	2	33	0	1
tove	0.238	5	67	0	0
refute	0.238	2	33	1	1
canine	0.238	5	67	1	1
opal	0.238	2	33	1	1
retort	0.238	2	33	1	1
moldy	0.238	2	33	1	1
noting	0.238	8	101	0	1
stoked	0.238	14	169	0	0
inciting	0.238	2	33	0	1
mint	0.238	14	169	1	1
dishing	0.238	2	33	0	1
cuomo	0.238	2	33	0	0
handlers	0.238	2	33	0	1
#thankyounct	0.238	2	33	0	0
she-ra	0.238	2	33	0	0
dispensing	0.238	2	33	0	1
dangling	0.238	5	67	0	1
denki	0.238	2	33	0	0
objectively	0.238	11	135	0	1
waldorf	0.238	2	33	0	0
cork	0.238	5	67	1	1
sellout	0.238	2	33	1	1
angrier	0.238	2	33	0	1
tomo	0.238	2	33	0	0
winterfell	0.238	5	67	0	0
fitz	0.238	2	33	0	0
slum	0.238	2	33	1	1
alanis	0.238	2	33	0	0
seventy	0.238	2	33	1	1
internets	0.238	2	33	0	1
cordelia	0.238	2	33	0	0
checkers	0.238	2	33	1	1
paperwork	0.238	8	101	1	1
arduous	0.238	5	67	1	1
stalled	0.238	2	33	0	1
unborn	0.238	8	101	1	1
blackhole	0.238	2	33	0	0
mavis	0.238	2	33	0	0
givers	0.238	2	33	0	1
flamboyant	0.238	2	33	1	1
cram	0.238	2	33	1	1
campuses	0.238	2	33	0	1
lennox	0.238	2	33	0	0
sneezes	0.238	2	33	0	1
estimated	0.238	5	67	0	1
kenya	0.238	11	135	0	0
aahhh	0.238	2	33	0	0
mannered	0.238	2	33	1	1
errbody	0.238	5	67	0	0
ein	0.238	5	67	0	0
correlate	0.238	5	67	0	1
margo	0.238	2	33	0	0
bizarrely	0.238	2	33	0	1
powerfully	0.238	5	67	1	1
coincide	0.238	2	33	1	1
huey	0.238	2	33	0	0
#musicmonday	0.238	5	67	0	0
wren	0.238	2	33	0	0
houseplants	0.238	2	33	0	0
criterion	0.238	2	33	1	1
sr	0.238	11	135	0	0
duhhh	0.238	2	33	0	0
corrin	0.238	5	67	0	0
rhodes	0.238	2	33	0	0
scarily	0.238	2	33	0	1
unsee	0.238	2	33	0	0
remorse	0.238	20	237	1	1
blurt	0.238	2	33	1	1
period	0.238	396	4499	1	1
cafe	0.238	97	1110	1	1
entitled	0.238	64	736	0	1
opposite	0.237	281	3197	1	1
compared	0.237	122	1394	0	1
butterflies	0.237	48	555	0	1
death	0.237	1247	14162	1	1
crawling	0.237	39	453	0	1
recording	0.236	56	646	1	1
abbey	0.236	36	419	1	1
disturbing	0.236	87	998	1	1
intervention	0.236	16	192	1	1
blooming	0.236	27	317	1	1
tyrant	0.235	10	124	1	1
stance	0.235	21	249	1	1
tama	0.235	10	124	0	0
alarming	0.235	10	124	1	1
tragedies	0.235	10	124	1	1
advantage	0.235	179	2045	1	1
consists	0.235	29	340	0	1
monsters	0.235	78	897	0	1
promising	0.235	18	215	1	1
scenes	0.235	94	1079	0	1
smooth	0.235	45	522	1	1
heels	0.235	26	306	1	1
din	0.235	42	488	1	1
overflow	0.234	7	90	1	1
tidal	0.234	7	90	1	1
rails	0.234	7	90	0	1
sony	0.234	7	90	0	0
persephone	0.234	7	90	0	0
decide	0.234	251	2866	1	1
brilliant	0.234	183	2093	1	1
rent	0.234	96	1103	1	1
connects	0.234	25	295	0	1
works	0.233	542	6182	1	1
throughout	0.233	185	2117	0	0
afford	0.233	163	1867	1	1
excitement	0.233	78	899	1	1
knight	0.233	60	694	1	1
sour	0.233	32	375	1	1
passes	0.233	103	1184	0	1
sparkles	0.232	4	56	0	1
mot	0.232	4	56	0	0
yeaa	0.232	4	56	0	0
ale	0.232	14	170	1	1
nickel	0.232	4	56	1	1
reunion	0.232	24	284	1	1
offs	0.232	4	56	0	0
impaired	0.232	4	56	1	1
adrien	0.232	4	56	0	0
janice	0.232	4	56	0	0
dehydration	0.232	4	56	1	1
uganda	0.232	4	56	0	0
ola	0.232	4	56	0	0
anddd	0.232	4	56	0	0
airline	0.232	4	56	1	1
stupor	0.232	4	56	1	1
tanning	0.232	4	56	0	1
leagues	0.232	4	56	0	1
bigla	0.232	4	56	0	0
individual	0.232	308	3522	1	1
solo	0.231	539	6160	1	1
much	0.231	8410	95963	0	0
richer	0.231	16	193	0	1
city	0.231	1123	12828	1	1
transitioning	0.231	11	136	0	1
familiar	0.231	179	2054	1	1
pleading	0.231	11	136	0	1
ten	0.231	183	2100	1	1
variety	0.230	37	433	1	1
proving	0.230	32	376	0	1
shield	0.230	53	616	1	1
groceries	0.230	20	239	1	1
feeding	0.230	76	879	0	1
potion	0.230	6	79	1	1
inch	0.230	34	399	1	1
hve	0.230	13	159	0	0
additional	0.230	20	239	1	1
wits	0.230	6	79	1	1
assumes	0.230	13	159	0	1
thinner	0.230	6	79	0	0
spelt	0.230	6	79	0	0
scores	0.230	13	159	1	1
traps	0.230	20	239	1	1
speakers	0.229	29	342	0	1
spine	0.229	22	262	1	1
divided	0.229	22	262	1	1
shadow	0.229	238	2732	1	1
mcdonald	0.229	15	182	0	0
needle	0.229	15	182	1	1
empowerment	0.229	15	182	0	1
violet	0.229	24	285	1	1
done	0.228	1702	19486	0	0
flights	0.228	26	308	0	1
owen	0.228	17	205	0	0
watering	0.228	8	102	0	1
difference	0.228	712	8159	1	1
taxes	0.228	30	354	0	1
routes	0.227	10	125	0	1
sebastian	0.227	21	251	0	0
wronged	0.227	10	125	0	1
baking	0.227	23	274	1	1
struck	0.227	60	698	0	0
lord	0.227	650	7460	1	1
ai	0.227	79	916	0	0
curled	0.226	29	343	0	1
festivities	0.226	14	171	0	1
the	0.226	158582	1819316	0	0
classroom	0.226	39	458	1	1
oc	0.226	60	699	0	0
statue	0.225	22	263	1	1
corporate	0.225	32	378	1	1
appear	0.225	139	1607	1	1
fixing	0.224	40	470	0	1
giant	0.224	128	1481	1	1
skin	0.224	257	2963	1	1
bonds	0.224	46	539	1	1
understood	0.224	265	3056	1	1
imo	0.224	104	1206	0	0
naaah	0.223	3	45	0	0
ensues	0.223	5	68	0	1
mart	0.223	3	45	1	1
soles	0.223	5	68	0	1
stylish	0.223	5	68	1	1
shan	0.223	7	91	0	0
boxed	0.223	9	114	0	1
economics	0.223	9	114	1	1
estas	0.223	3	45	0	0
wagner	0.223	5	68	0	0
nuff	0.223	5	68	0	0
nutella	0.223	3	45	0	0
jenner	0.223	3	45	0	0
allergy	0.223	5	68	1	1
jodie	0.223	5	68	0	0
oohh	0.223	3	45	0	0
reciprocate	0.223	15	183	1	1
presumably	0.223	11	137	0	1
tarzan	0.223	3	45	0	0
kbye	0.223	3	45	0	0
spiraled	0.223	3	45	0	1
disheartening	0.223	13	160	1	1
deadbeat	0.223	5	68	1	1
demons	0.223	211	2437	0	1
vents	0.223	3	45	0	1
denim	0.223	5	68	1	1
panicky	0.223	3	45	1	1
detailed	0.223	13	160	1	1
#dead	0.223	3	45	0	0
accommodation	0.223	11	137	1	1
#ghost	0.223	3	45	0	0
coachella	0.223	9	114	0	0
disagreements	0.223	3	45	0	1
jieun	0.223	3	45	0	0
stefani	0.223	3	45	0	0
freeman	0.223	3	45	1	1
interwebs	0.223	3	45	0	0
disassociate	0.223	3	45	0	0
reacted	0.223	7	91	0	1
#lies	0.223	3	45	0	0
grievances	0.223	3	45	0	1
fulfil	0.223	9	114	0	1
booker	0.223	5	68	0	1
#newmusic	0.223	11	137	0	0
nuthin	0.223	3	45	0	0
wb	0.223	3	45	0	0
smoky	0.223	5	68	1	1
tang	0.223	5	68	1	1
sypha	0.223	3	45	0	0
trainers	0.223	5	68	0	1
backside	0.223	3	45	1	1
vas	0.223	3	45	0	0
outlandish	0.223	3	45	1	1
goooood	0.223	3	45	0	0
sonia	0.223	5	68	0	0
longingly	0.223	5	68	0	1
resented	0.223	3	45	0	1
maiden	0.223	25	298	1	1
reaping	0.223	5	68	0	1
usage	0.223	13	160	1	1
#trauma	0.223	5	68	0	0
precarious	0.223	5	68	1	1
#taekookau	0.223	3	45	0	0
brands	0.223	11	137	0	1
continuously	0.223	35	413	1	1
unsuspecting	0.223	7	91	1	1
snippets	0.223	3	45	0	1
unhelpful	0.223	3	45	1	1
uncomfortably	0.223	5	68	0	1
luca	0.223	5	68	0	0
yacht	0.223	7	91	1	1
entertainment	0.223	118	1368	1	1
darkest	0.223	108	1253	0	1
purpose	0.223	412	4752	1	1
context	0.222	77	897	1	1
prisoners	0.222	34	402	0	1
brought	0.222	450	5193	0	0
walls	0.222	341	3938	0	1
myself	0.222	8221	94699	0	0
spell	0.222	82	955	1	1
slip	0.222	76	886	1	1
item	0.222	24	287	1	1
supply	0.222	49	575	1	1
parking	0.222	72	840	1	1
sneak	0.222	47	552	1	1
backwards	0.222	47	552	1	1
exist	0.221	471	5438	1	1
deception	0.221	20	241	1	1
bruce	0.221	52	610	0	0
traveled	0.221	67	783	0	1
cafeteria	0.221	16	195	1	1
departure	0.221	16	195	1	1
peers	0.221	82	956	0	1
hain	0.221	14	172	0	0
midwest	0.221	14	172	0	0
insane	0.221	207	2398	1	1
connection	0.220	452	5224	1	1
sweetly	0.220	12	149	0	1
wretched	0.220	25	299	1	1
doubts	0.220	49	576	1	1
either	0.220	1416	16356	0	0
widespread	0.219	10	126	1	1
loft	0.219	10	126	1	1
explorer	0.219	10	126	1	1
distorted	0.219	10	126	1	1
wrecking	0.219	10	126	0	1
amazon	0.219	63	738	0	0
dreadful	0.219	35	415	1	1
denying	0.219	26	311	1	1
slides	0.219	17	207	0	1
godspeed	0.219	8	103	0	0
yesssss	0.219	8	103	0	0
digits	0.219	8	103	0	1
cross	0.218	182	2114	1	1
fancy	0.218	112	1305	1	1
wizard	0.218	42	496	1	1
sides	0.218	108	1259	0	1
cows	0.218	24	288	0	1
voice	0.218	994	11503	1	1
commitment	0.218	93	1086	1	1
overlooked	0.218	22	265	0	1
laughter	0.218	160	1861	1	1
time	0.218	16956	196138	1	1
after	0.218	4548	52618	0	0
perform	0.218	80	936	1	1
#empty	0.217	6	80	0	0
mixes	0.217	6	80	0	1
#coworking	0.217	6	80	0	0
poles	0.217	6	80	0	1
#nevergiveup	0.217	6	80	0	0
adoring	0.217	6	80	1	1
yells	0.217	13	161	0	1
profitable	0.217	6	80	1	1
entertainer	0.217	6	80	1	1
offender	0.217	6	80	1	1
soundtracks	0.217	6	80	0	1
seat	0.216	161	1875	1	1
greeting	0.216	23	277	1	1
sabi	0.216	11	138	0	0
jojo	0.216	23	277	0	0
incurable	0.216	11	138	1	1
rides	0.216	64	752	0	1
fragile	0.216	96	1123	1	1
committee	0.216	16	196	1	1
drum	0.216	33	393	1	1
bells	0.216	21	254	0	1
gorgeous	0.216	158	1842	1	1
solved	0.215	46	544	0	1
fulfilled	0.215	56	660	1	1
fly	0.215	275	3200	1	1
carton	0.215	4	57	1	1
primary	0.215	44	521	1	1
rd	0.215	14	173	0	0
mcdo	0.215	4	57	0	0
outnumbered	0.215	4	57	0	1
signifies	0.215	4	57	0	1
enrique	0.215	4	57	0	0
#virtuasun	0.215	4	57	0	0
dispair	0.215	4	57	0	0
#technology	0.215	9	115	0	0
musicals	0.215	9	115	0	1
soundly	0.215	4	57	0	1
bender	0.215	4	57	1	1
failings	0.215	4	57	0	1
faster	0.215	84	985	0	1
